001.jpg,486.8008,551.7241,-614.00604,511.4903,513.63763,-629.7927,527.0711,514.24225,-629.5869,539.51044,514.28534,-629.66284,474.30923,507.56143,-596.12537,464.3289,504.82275,-596.15924,454.89685,502.5318,-596.244,570.3145,514.2947,-545.58136,451.76035,501.4652,-394.823,508.48535,583.88293,-568.70044,472.1539,580.05225,-526.3884,684.314,633.1915,-414.78714,388.6102,622.22845,-187.15883,729.6265,855.91797,-315.41638,286.06354,834.2481,-345.83105,529.98096,798.70935,-193.93243,409.63416,786.6469,-613.8937,492.70206,791.1995,-179.6253,443.78702,777.4249,-646.6583,498.9542,746.02045,-143.37814,447.74466,739.4544,-591.8171,502.09998,748.2127,-163.86426,440.4163,742.98804,-592.0014,640.85956,896.1293,-59.916157,506.70575,887.3885,59.434765,688.4426,1080.7617,-502.2266,366.23224,1049.9991,-201.36528,706.9494,1163.3956,68.010925,445.00763,1105.8401,404.3944,705.4739,1169.3367,126.12387,481.64874,1112.5386,466.73184,735.91644,1268.638,36.69916,379.73608,1182.5416,451.72818
002.jpg,490.8161,551.8743,-559.1266,521.02606,517.93646,-569.7057,535.2378,520.1077,-569.47894,546.53784,522.0314,-569.61053,479.70078,509.09912,-537.71924,468.6051,505.58853,-537.75214,459.10165,502.94885,-537.81433,574.4031,528.80725,-480.09152,456.2577,503.04337,-338.90204,513.74194,588.52625,-515.0254,473.09607,582.9687,-475.8095,683.4243,640.0072,-375.6311,389.1579,632.3655,-133.90729,724.0185,856.1146,-251.30772,299.14978,848.47186,-286.18054,539.57245,809.9078,-72.153275,417.01398,790.11005,-548.9441,499.92703,804.40295,-38.314087,445.77805,781.7377,-568.51746,503.9821,757.8822,-0.61496514,445.46005,743.6936,-509.9592,513.9142,768.1816,-39.26101,438.1604,746.00867,-524.1926,638.4616,902.6102,-75.693405,507.4914,886.5076,74.85989,662.33307,1067.0668,-526.9911,370.88815,1039.3364,-194.1863,703.59576,1165.2712,-42.342766,435.27716,1116.9742,256.68158,701.7894,1168.6107,7.351462,461.64603,1135.3783,302.68616,740.7721,1272.6405,-78.47852,369.68634,1195.2583,263.32285
003.jpg,490.23346,556.66284,-682.2742,518.5558,521.4124,-694.7411,532.55,523.26154,-694.5454,543.34393,525.004,-694.6688,479.95117,512.60077,-663.84235,470.05466,509.11862,-663.893,461.088,506.12836,-663.9954,570.4195,529.1244,-594.78723,459.8451,504.5124,-459.87592,511.22806,589.91705,-632.20264,474.42053,584.083,-594.6545,679.53455,639.2191,-468.6405,391.84598,628.34235,-239.88058,713.82324,850.1998,-370.69244,290.19202,848.68823,-403.35077,540.62836,815.9919,-249.96492,415.53146,793.9899,-676.9367,529.0636,827.0978,-234.0441,444.52307,786.73145,-705.7116,532.76263,793.01276,-201.1274,443.71347,748.1513,-649.8414,539.0995,794.15454,-221.3726,437.19418,750.1475,-653.84705,636.9558,882.69775,-66.95663,502.78577,883.1219,66.20075,672.96075,1069.8301,-492.63553,373.4493,1051.3627,-222.5197,706.71606,1167.3525,28.695948,447.09158,1107.1483,338.83368,709.154,1173.059,82.442406,480.41513,1111.7931,397.41956,744.84155,1274.3069,-5.7086344,397.15726,1191.3817,375.6665
004.jpg,485.41403,545.99316,-793.1409,515.22736,513.3249,-804.2278,530.55334,514.7556,-804.0524,542.8824,516.5094,-804.1638,474.82996,507.5333,-770.97534,464.52734,504.4638,-771.0565,455.63385,501.60062,-771.16376,572.6214,522.7335,-695.3984,453.16144,504.39194,-548.6384,505.16702,582.50366,-740.39777,469.12738,580.44183,-698.9905,682.4968,644.334,-547.5657,389.54205,630.5074,-317.9586,738.5317,864.62286,-516.823,285.443,849.3979,-468.08475,540.23224,811.8705,-493.21686,411.0304,795.1016,-760.6894,496.6798,806.696,-501.33286,442.6586,788.737,-802.6149,494.58102,762.77954,-466.6338,442.2746,746.4798,-745.0189,507.34305,768.6565,-466.07208,434.8018,747.9784,-737.70276,644.8114,898.2201,-59.45441,502.79202,895.86365,58.83467,694.6934,1052.3323,-582.55096,374.20016,1051.6027,-264.7235,705.3605,1161.4213,-5.567001,441.2836,1115.7192,384.8623,705.5463,1179.9277,51.150654,474.4628,1123.763,450.18744,732.2496,1272.1672,-75.84005,377.09534,1192.4048,413.268
005.jpg,487.9184,544.1598,-748.5906,517.3046,513.12506,-757.09406,531.35046,514.6216,-756.89246,542.9409,516.241,-756.97095,477.64548,506.49377,-726.0488,466.91592,503.04395,-726.11676,457.13266,499.86282,-726.1889,571.6185,523.0055,-647.1662,452.52374,501.825,-510.50284,510.22046,580.43933,-696.00653,470.91098,578.1244,-657.7346,679.31445,644.5689,-512.9285,386.45605,631.4708,-287.05573,736.2422,864.0238,-431.48492,287.81177,847.9624,-437.3582,538.75616,818.14014,-350.6498,408.88623,796.74084,-765.1218,495.5833,814.806,-344.55194,440.0144,791.0149,-812.0475,498.8047,771.2133,-318.53464,441.80414,749.8751,-759.1271,505.12393,771.4472,-325.8728,435.70612,750.61163,-745.7432,642.021,902.4649,-66.82201,505.28867,895.22327,66.13736,704.34424,1110.1528,-424.94907,357.74866,1051.7343,-211.4214,708.08295,1156.5865,202.15193,449.94498,1108.1207,381.38025,710.58563,1163.7301,267.4498,488.28928,1112.1255,443.60287,730.9247,1265.3622,210.6798,382.18646,1191.6016,455.03433
006.jpg,485.76465,544.0923,-685.369,514.19965,511.6242,-697.68396,530.2596,514.29456,-697.46155,542.6792,516.46454,-697.5371,473.75986,501.616,-665.2415,463.72443,498.16287,-665.27673,454.63763,495.36182,-665.3324,572.8375,521.3238,-601.7049,451.05316,496.0135,-456.50937,512.7335,581.4028,-636.9984,470.02274,575.41626,-596.25714,684.60474,641.06006,-459.7235,384.53537,629.33496,-248.13194,740.9834,861.0425,-362.88956,279.00568,848.29663,-385.05276,529.4735,814.92554,-280.66702,408.86725,795.2101,-691.59033,489.49423,810.6549,-269.62515,443.6186,786.79596,-729.3347,492.42703,764.5185,-238.00587,444.84488,745.5747,-673.63184,502.62387,764.9065,-252.67937,436.89835,747.32324,-669.49335,640.528,899.1607,-56.533424,504.0424,895.8627,55.83714,707.54224,1094.6617,-444.23465,360.3718,1052.1959,-178.59895,700.7377,1162.4613,99.25764,448.90274,1102.6426,403.19388,700.08966,1176.5763,155.04941,485.45428,1105.508,463.84152,726.36554,1274.6118,73.28794,391.04,1189.2648,468.92252
007.jpg,484.03537,541.9084,-601.07855,514.75854,510.0304,-611.6211,529.20544,512.19196,-611.36786,540.6314,513.74976,-611.3403,471.2153,501.45572,-582.8195,460.94284,497.90857,-582.8182,451.69156,494.7127,-582.8097,571.60614,518.60266,-527.0345,447.1477,495.03485,-394.38174,513.6495,580.52856,-558.25854,469.52454,572.8797,-520.54785,687.6205,644.0509,-392.42358,380.1802,631.81476,-207.6923,740.6225,868.6244,-343.6802,287.1185,853.942,-261.79623,558.06824,820.59033,-349.23843,405.76614,796.1241,-483.37122,521.1624,845.60046,-349.02283,445.31735,788.3989,-505.34485,520.4419,805.36053,-307.68665,445.6648,749.2195,-463.3512,527.9204,804.1875,-321.53723,437.01535,750.1094,-464.00314,637.72797,898.5135,-49.69198,496.102,899.86224,49.344887,707.88257,1071.9316,-470.5321,364.98877,1052.9261,-193.59552,697.99945,1168.939,43.381336,448.70502,1110.1252,368.98425,681.94946,1174.2906,91.41455,483.1121,1118.9978,422.8561,735.1627,1281.342,-7.602148,379.2234,1193.1068,404.6895
008.jpg,480.67075,544.5702,-757.9088,506.35477,511.37762,-772.2909,521.47437,512.8376,-772.0487,533.32983,513.6166,-772.09393,466.20987,502.80643,-736.96063,456.36536,499.57077,-737.044,447.79086,496.85016,-737.14276,563.62366,514.0288,-674.2205,449.1301,495.1109,-514.49475,506.0709,579.60846,-708.4517,469.09756,574.7897,-663.43677,681.29297,639.42615,-524.73254,383.49478,629.50244,-289.08408,743.8312,861.0438,-477.96616,276.47995,845.1812,-422.62448,540.5717,816.8117,-441.76608,405.44458,795.6475,-687.3621,490.07608,817.5066,-444.84323,440.33685,787.6267,-720.7407,490.12326,767.1279,-407.12613,442.0267,747.2257,-669.3718,501.99088,768.20435,-413.611,434.89,750.27814,-665.5322,635.4784,894.4872,-66.91375,498.01288,891.7072,66.326515,696.214,1082.3312,-597.4021,354.94617,1051.8088,-251.96542,700.9183,1169.4099,13.162539,447.28644,1117.2976,355.01703,692.32825,1173.4718,73.2152,481.5624,1129.163,415.42377,737.04596,1281.3438,-44.299538,379.1835,1197.8728,371.7071
009.jpg,476.6186,542.9087,-725.6169,506.04153,509.45663,-741.55676,521.0387,511.06305,-741.35944,533.14734,512.3554,-741.39417,465.63303,502.7094,-704.57336,455.58688,499.29062,-704.62134,446.5072,496.06476,-704.70245,565.1159,517.45966,-652.00256,445.31714,498.4128,-486.0087,502.8307,579.7039,-679.0943,463.36334,576.3024,-631.9776,678.5671,635.59644,-519.97253,381.60834,628.31555,-255.71106,721.87,855.98553,-466.0912,271.73776,850.7747,-386.21362,508.00705,811.2155,-422.47244,400.41516,794.7457,-673.814,471.2533,808.57544,-427.68192,436.72873,785.4997,-714.4489,476.34918,756.25073,-397.50156,439.3741,744.24365,-660.3681,483.15027,759.1121,-396.60593,430.44806,746.6743,-653.0988,643.3586,895.48456,-64.57655,502.5832,895.7005,64.133,712.6437,1090.5458,-490.8576,352.02045,1056.5428,-203.1945,699.42584,1163.322,109.43303,437.50415,1108.8934,419.54562,691.59753,1170.3971,168.46321,475.81216,1115.4025,481.8791,733.28357,1277.1378,65.35726,369.04996,1190.5133,466.8454
010.jpg,474.95392,548.03986,-485.9698,503.10825,507.2017,-501.39685,518.2827,507.9103,-501.1683,530.16736,508.249,-501.25623,463.29547,502.85123,-464.19794,453.08017,500.7401,-464.13895,443.6664,498.82715,-464.19025,561.638,510.9167,-437.00967,443.20648,497.4483,-266.89737,499.32944,580.19226,-450.06064,462.60168,576.8306,-401.9579,682.00635,640.7915,-315.87442,387.02423,623.5535,-88.21438,737.734,862.58044,-192.68433,276.0689,834.4345,-210.87965,528.86426,803.96655,-61.492817,399.09082,792.34503,-482.18512,488.77692,793.0717,-36.177517,434.22858,779.8317,-512.9109,490.21396,748.02423,-0.13384078,435.7852,744.452,-458.06946,495.5971,750.83514,-30.567598,429.4606,747.36786,-460.09842,638.605,897.905,-58.48135,500.03436,890.03687,57.899174,707.94574,1105.3842,-477.01868,351.37677,1053.1764,-180.37473,700.2421,1172.9629,89.262024,452.08813,1106.6562,408.37146,688.30707,1176.8607,145.79843,491.0234,1116.7778,467.66266,735.45874,1283.8937,50.6315,381.14432,1187.5472,460.17175
